Name,Python (out of 3),Machine Learning (out of 3),Natural Language Processing (NLP) (out of 3),Deep Learning (out of 3),Other skills,"Are you available for 3 months, starting immediately, for a full-time work from home internship? ",Degree,Stream,Current Year Of Graduation,Performance_PG,Performance_UG,Performance_12,Performance_10
,0,0,0,0,,"Yes, I am available for 3 months starting immediately for a full-time internship.",Bachelor of Engineering (B.E),Electrical Engineering,2021,N/A,N/A,N/A,N/A
,1,0,0,0,"Digital Signal Processing, Embedded Systems, Internet of Things (IoT), Java, MS-Excel, Python","Yes, I am available for 3 months starting immediately for a full-time internship.",Bachelor of Engineering (B.E),Electronics and Communication,2021,N/A,55.00/100,78.00/78.00,77.00/77.00
,2,2,0,0,"Canva, LaTeX, MS-Word, Data Analytics, Data Science, MS-Excel, MS-Office, MS-PowerPoint, Machine Learning, Python, R Programming, SQL, Java","No, Since I am a student , I am available for 3 months starting immediately for a part-time internship.",M.Sc. in Data Science,Data Science,2024,3.33/4,8.48/10,93.80/93.80,90.00/90.00
,3,0,0,0,"C++ Programming, Python, ReactJS, CSS, HTML, JavaScript, MEAN/MERN Stack, Tableau, Video Editing, Video Making","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,Artificial Intelligence And Data Science,2025,N/A,N/A,N/A,N/A
,3,1,1,1,"Python, Data Structures, SQL, Data Science, Deep Learning, Django, MATLAB, Machine Learning, Natural Language Processing (NLP), Power BI, Tableau","Yes, I am available for 3 months starting immediately for a full-time internship.",M.Sc (Information Technology),Data Science,2023,N/A,N/A,66.00/66.00,N/A
,1,2,0,0,"Machine Learning, Artificial Intelligence, Python","Yes, I am available for 3 months starting immediately for a full-time internship.",Bachelor of Science (B.Sc),Mathematics,2017,N/A,N/A,N/A,N/A
,2,0,0,0,"C Programming, C++ Programming, Java, MS-Excel, Python","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,Computer Science & Engineering,2025,N/A,N/A,82.60/82.60,N/A
,2,3,2,2,"Machine Learning, Computer Vision, Deep Learning, Natural Language Processing (NLP), Python, Statistics","Yes, I am available for 3 months starting immediately for a full-time internship.",Post Graduate Diploma,Data Science,2024,N/A,N/A,N/A,N/A
,2,1,0,1,"Physics, Data Analytics, Data Science, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-Office, MS-PowerPoint, MS-Word, PCB Soldering, Python, Algorithms, Computer Vision, Deep Learning, Machine Learning, MySQL, Power BI, Research and Analytics, SQL","Yes, I am available for 3 months starting immediately for a full-time internship.",Master of Science (M.Sc),Physics,2021,N/A,8.00/10,N/A,N/A
,2,2,0,2,"C Programming, Data Science, Data Structures, Deep Learning, Java, MS-Excel, Machine Learning, Python, SQL","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,Computer Science & Engineering,2023,N/A,9.20/10,84.66/84.66,94.88/94.88
,3,3,1,2,"Data Analytics, Data Science, English Proficiency (Spoken), English Proficiency (Written), Machine Learning, Mathematics, Python, Amazon Web Services (AWS), Computer Networking, Computer Vision, Deep Learning, Digital Signal Processing, Java, JavaScript, MATLAB, MS-Excel, OpenCV, R Programming, SQL, SQLite, Natural Language Processing (NLP)","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,Computer Science,2024,N/A,7.51/10,89.60/89.60,91.00/91.00
,3,3,2,2,"CSS, Express.js, HTML, JavaScript, MEAN/MERN Stack, Machine Learning, MongoDB, Neural Networks, Python, Redux, Amazon Web Server (AWS), Amazon Web Services (AWS), AngularJS, Artificial intelligence, Blockchain, Deep Learning, Django, Flask, Linux, Natural Language Processing (NLP), NoSQL, Node.js, ReactJS, SQL, Unity 3D, Bootstrap, C#, Cloud Computing, Java, MySQL, Next.js, Solidity, Unreal Engine","Yes, I am available for 3 months starting immediately for a full-time internship.",Master of Science (M.Sc),Computer Science,2023,N/A,9.75/10,75.23/75.23,87.40/87.40
,2,0,0,0,"ASP.NET, Bootstrap, C#.NET, CSS, HTML, JavaScript, Postman, Python, REST API, XML, Angular 2.0, Data Analytics","Yes, I am available for 3 months starting immediately for a full-time internship.",Bachelor of Commerce (B.Com),Commerce,2022,N/A,N/A,N/A,N/A
,1,1,0,0,"CSS, English Proficiency (Spoken), English Proficiency (Written), HTML, JavaScript, Bootstrap, C++ Programming, MS-Excel, MS-PowerPoint, MS-Word, SQL, Machine Learning, Python","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech (Hons.),Computer Science & Engineering,2023,N/A,8.90/10,88.70/88.70,92.30/92.30
,0,0,0,0,,"Yes, I am available for 3 months starting immediately for a full-time internship.",,Data Science,2023,N/A,N/A,N/A,N/A
,0,0,0,0,"Content Writing, English Proficiency (Written), Research and Analytics","Yes, I am available for 3 months starting immediately for a full-time internship.",Bachelor of Arts (B.A.),Geography,2022,60.78/100,N/A,74.40/74.40,82.00/82.00
,0,0,0,0,"Canva, Figma","Yes, I am available for 3 months starting immediately for a full-time internship.",Integrated B.E & M.Sc,,2016,N/A,N/A,N/A,N/A
,1,0,0,0,"HTML, Java, MS-Excel, MS-Word, Python","Yes, I am available for 3 months starting immediately for a full-time internship.",Bachelor of Computer Applications (BCA),Computer Application,2024,N/A,N/A,78.00/78.00,76.50/76.50
,2,2,0,1,"LaTeX, Machine Learning, Python, Deep Learning, MS-Excel","Yes, I am available for 3 months starting immediately for a full-time internship.",Master of Science (M.Sc),,2023,N/A,N/A,N/A,N/A
,2,0,0,0,"C Programming, Java, Python, SQL, Salesforce, Tableau","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,,2023,N/A,N/A,N/A,N/A
,2,2,1,2,"Algorithms, Data Analytics, Data Science, Data Structures, Deep Learning, MS-Excel, Machine Learning, MySQL, Neural Networks, PostgreSQL, Python, SQL, Computer Vision, Natural Language Processing (NLP)","Yes, I am available for 3 months starting immediately for a full-time internship.",Master of Technology (M.Tech),Data Science,2023,7.50/10,N/A,N/A,N/A
,3,3,3,2,"Data Analytics, Data Science, English Proficiency (Spoken), Image Processing, MS-Office, MS-Word, Machine Learning, Natural Language Processing (NLP), Project Management, Python, Research and Analytics, Artificial Intelligence, Business Analysis, Computer Vision, Deep Learning, GitHub, MS-Excel, MS-PowerPoint, MySQL, Neural Networks, Power BI, SQL, Statistical Modeling, Tableau, Video Editing","Yes, I am available for 3 months starting immediately for a full-time internship.",Advanced Certification In Data Science,Data Analytics,2023,N/A,9.00/9,60.00/60.00,70.00/70.00
,2,2,0,0,"Hindi Proficiency (Spoken), Data Analytics, English Proficiency (Spoken), English Proficiency (Written), Financial literacy, Hindi Proficiency (Written), MS-Excel, MS-Office, MS-PowerPoint, MS-Word, Machine Learning, Python, Data Science, SQL","Yes, I am available for 3 months starting immediately for a full-time internship.",MBA,Finance,2019,N/A,N/A,N/A,N/A
,2,0,0,0,"Data Analytics, Data Structures, MS-Excel, MySQL, Power BI, Python","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,Electronics and Communication,2023,N/A,7.50/10,N/A,N/A
,2,2,0,0,"Java, MS-Excel, Machine Learning, Python, SQL","Yes, I am available for 3 months starting immediately for a full-time internship.",BE,Computer Science & Engineering,2023,7.90/10,N/A,82.00/82.00,96.32/96.32
,2,2,0,0,"English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency (Spoken), Hindi Proficiency (Written), MS-PowerPoint, Machine Learning, MySQL, Python, Telugu Proficiency (Spoken)","Yes, I am available for 3 months starting immediately for a full-time internship.",Post Graduate Diploma in Management (P.G.D.M.),Marketing,2020,71.00/100,57.80/100,75.60/75.60,84.92/84.92
,2,1,0,0,"English Proficiency (Spoken), Embedded Systems, English Proficiency (Written), HTML, Python, Adobe Photoshop, CSS, Digital Advertising, Digital Art, Digital Marketing, Java, MS-Excel, Machine Learning, WordPress","Yes, I am available for 3 months starting immediately for a full-time internship.",Btech,Electronics and Communication,2023,8.30/10,N/A,N/A,N/A
,2,0,0,0,"C Programming, C++ Programming, CSS, Data Analytics, HTML, Power BI, Python, SQL","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,Mechanical Engineering,2024,N/A,N/A,78.00/78.00,72.00/72.00
,3,2,0,0,"Data Analytics, Python, Data Science, Google Analytics, MS-Excel, Machine Learning, SQL","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,computer science,2024,N/A,N/A,N/A,N/A
,1,2,1,0,"English Proficiency (Written), MS-Excel, Data Analytics, English Proficiency (Spoken), Hindi Proficiency (Spoken), Hindi Proficiency (Written), MS-Word, Machine Learning, Mathematics, SQL, Computer Vision, Natural Language Processing (NLP), Power BI, Python","Yes, I am available for 3 months starting immediately for a full-time internship.",Master of Science (M.Sc),Data Analytics,2023,N/A,N/A,N/A,N/A
,3,0,0,0,"HTML, Python, Artificial Intelligence, CSS, Database Management System (DBMS), JavaScript, SQL","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,Computer Science,2024,N/A,7.92/10,81.40/81.40,10.00/10.00
,0,0,0,0,"MS SQL Server, MS-Office, MS-Word, Manual Testing, Postman, Quality Assurance/Quality Control (QA/QC)","Yes, I am available for 3 months starting immediately for a full-time internship.",Post Graduate Diploma In Computer Applications (P.G.D.C.A.),All Stream,2021,9.20/10,N/A,N/A,N/A
,3,2,2,2,"HTML, Python, Bootstrap, CSS, Data Science, Deep Learning, Flask, GitHub, MS-Excel, Machine Learning, MongoDB, MySQL, Natural Language Processing (NLP), SQL, Django, Postman","Yes, I am available for 3 months starting immediately for a full-time internship.",Bachelor of Science (B.Sc),Computer Science,2021,N/A,N/A,N/A,N/A
,2,0,0,0,"Analog And Digital Circuits, Data Science, Data Structures, Django, English Proficiency (Written), Internet of Things (IoT), MS-PowerPoint, MS-Word, Python, Amazon Web Server (AWS), Arduino, Artificial intelligence, C Programming, C#, English Proficiency (Spoken), MySQL, Raspberry Pi","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,Electronics and Communication,2023,N/A,7.30/10,5.40/5.40,5.80/5.80
,2,2,0,2,"Data Science, Data Structures, Deep Learning, Java, Machine Learning, Microsoft PowerApps, Neural Networks, Python","Yes, I am available for 3 months starting immediately for a full-time internship.",Bachelor of Technology (B.Tech),Mechanical Engineering,2025,N/A,N/A,N/A,N/A
,2,1,0,3,"Arduino, Computer Vision, Deep Learning, Internet of Things (IoT), Analog And Digital Circuits, C Programming, C#, C++ Programming, Digital Signal Processing, Embedded Systems, MATLAB, MS-Excel, Python, VLSI, Verilog, Machine Learning, R Programming, Raspberry Pi","Yes, I am available for 3 months starting immediately for a full-time internship.",Bachelor of Technology (B.Tech),Electronics and Communication,2023,N/A,9.48/10,94.20/94.20,10.00/10.00
,0,0,0,0,"English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-Word","Yes, I am available for 3 months starting immediately for a full-time internship.",Bachelor of Science (B.Sc),Physics,2022,N/A,N/A,N/A,N/A
,0,0,0,0,"HTML, Java, Linux, Software Testing","Yes, I am available for 3 months starting immediately for a full-time internship.",Master of Computer Applications (MCA),Computer Science And IT,2024,N/A,N/A,N/A,N/A
,2,1,1,1,"MS-Word, Java, MS-Excel, MS-Office, Python, SQL, Artificial intelligence, Computer Vision, Data Analytics, Database Management System (DBMS), Deep Learning, Machine Learning, Natural Language Processing (NLP), R Programming","Yes, I am available for 3 months starting immediately for a full-time internship.",M.Sc (Information Technology),Data Science,2024,N/A,6.09/10,5.00/5.00,N/A
,0,0,0,0,"English Proficiency (Written), C Programming, English Proficiency (Spoken), C++ Programming, Data Structures","Yes, I am available for 3 months starting immediately for a full-time internship.",Bachelor of Computer Applications (BCA),Computer Application,2025,N/A,N/A,9.32/9.32,9.02/9.02
,3,2,0,0,"Python, Data Analytics, Data Science, MS-Excel, MS-Office, Machine Learning, Mathematics, PostgreSQL, Tableau, R Programming, SPSS, SQL","Yes, I am available for 3 months starting immediately for a full-time internship.",Master of Science (M.Sc),Statistics,2023,9.33/10,N/A,N/A,N/A
,1,1,0,1,"Artificial Intelligence, C Programming, Database Management System (DBMS), Java, Deep Learning, Machine Learning, Python","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,"Artificial Intelligence, Machine Learning And Robotics",2024,N/A,8.05/10,8.12/8.12,N/A
,2,3,0,0,"English Proficiency (Spoken), Machine Learning, Mathematics, English Proficiency (Written), Python, Artificial Intelligence","Yes, I am available for 3 months starting immediately for a full-time internship.",Integrated M.Sc.,Mathematics,2027,N/A,9.43/10,N/A,N/A
,2,2,0,0,"Business Analysis, Data Analytics, Data Science, Database Management System (DBMS), Machine Learning, MySQL, Python, Research and Analytics, Statistics, Statistical Modeling","Yes, I am available for 3 months starting immediately for a full-time internship.",Post Graduate Programme (PGP),Data Science,2023,N/A,N/A,N/A,N/A
,2,2,2,2,"Data Analytics, Data Science, Deep Learning, MS-Excel, Machine Learning, Natural Language Processing (NLP), Python, SQL, Tableau","Yes, I am available for 3 months starting immediately for a full-time internship.",Integrated B.E & MBA,Data Science,2006,N/A,N/A,N/A,N/A
,2,1,0,0,"Bootstrap, C Programming, CSS, Data Structures, Database Management System (DBMS), Django, HTML, Java, MS-Office, Python, JavaScript, Machine Learning, jQuery","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,Computer Science & Engineering,2024,N/A,N/A,N/A,N/A
,2,2,2,1,"C Programming, C++ Programming, Machine Learning, Natural Language Processing (NLP), Python, Computer Vision, Deep Learning, Neural Networks, OpenCV","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,Computer Science & Engineering,2023,N/A,9.58/10,92.40/92.40,N/A
,2,2,1,1,"C Programming, Content Writing, Database Management System (DBMS), English Proficiency (Spoken), English Proficiency (Written), GitHub, MS-Excel, Machine Learning, Python, Creative Writing, Data Analytics, Data Science, Deep Learning, MySQL, Natural Language Processing (NLP), Neural Networks, R Programming, Research and Analytics","Yes, I am available for 3 months starting immediately for a full-time internship.",Bachelor of Technology (B.Tech),Computer Science & Engineering,2024,N/A,8.48/10,91.40/91.40,95.20/95.20
